"URL","URL DEPTH","SEGMENTS","DISCOVERED","INDEXABLE","IN XML SITEMAP","GSC CLICKS","GSC CTR","GSC IMPRESSIONS","GSC POSITION","IS LINKED","INCOMING LINKS INTERNALLY","TITLE","GA ACTIVE USERS","GA AVERAGE ENGAGEMENT TIME","GA SCREEN PAGEVIEWS"
"/articles/best-canadian-snowbirds-destinations-2025","2","Important pages,Articles","5/1/25","Yes","No","439","2%","19,555","8.6","No","0","Best Snowbird Destinations: Top Escapes for Canadian Snowbirds | AMA Travel","615","69","736"
"/articles/getting-screechd-in-a-history-of-kissing-cod-in-newfoundland","2","Important pages,Articles","10/22/24","Yes","No","277","1%","25,439","6.6","No","0","Getting Screech’d In: A History of Kissing Cod in Newfoundland | AMA Travel","323","51","397"
"/articles/quick-trips-southern-alberta","2","Important pages,Articles","10/22/24","Yes","No","187","1%","20,333","15.7","No","0","Quick Trips and Things to Do in Southern Alberta","233","69","277"
"/articles/top-wards-in-tokyo","2","Important pages,Articles","8/9/24","Yes","No","122","1%","20,136","9.3","No","0","9 Tokyo Districts and What to See in Each | AMA Travel","146","67","168"
"/articles/two-day-itinerary-things-to-do-santa-ana","2","Important pages,Articles","3/24/25","Yes","No","86","0%","22,769","8.7","No","0","The Perfect 2-Day Itinerary for Things to Do in Santa Ana, Orange County | AMA Travel","96","39","107"
"/articles/what-every-foodie-needs-to-try-florida","2","Important pages,Articles","10/22/24","Yes","No","313","0%","87,882","4.8","No","0","What Every Foodie Needs to Try in Florida | AMA Travel","308","36","353"
"/articles/package-travel-insurance-plans","2","Important pages,Articles","9/4/24","Yes","No","179","1%","16,893","6.3","No","0","Everything Included in Our Premium Package Travel Insurance Plans | AMA Travel","389","32","546"
"/articles/collision-damage-waivers","2","Important pages,Articles","10/22/24","Yes","No","93","0%","25,040","23.1","No","0","Rental Cars and Collision Damage Waivers","133","40","165"
"/articles/complete-guide-cruising-british-isles","2","Important pages,Articles","10/22/24","Yes","No","83","1%","10,741","18.4","No","0","Your Complete Guide to Cruising the British Isles | AMA Travel","167","69","217"
"/articles/complete-guide-cruising-eastern-caribbean","2","Important pages,Articles","8/7/24","Yes","No","293","0%","74,383","6.3","No","0","Your Complete Guide to Cruising the Eastern Caribbean | AMA Travel","389","49","457"
"/articles/bali-first-timers-travel-guide","2","Articles","10/22/24","Yes","No","136","0%","33,893","10.2","No","0","Bali: A First-Timer’s Travel Guide | AMA Travel","222","92","272"
"/articles/california-road-trip-stops","2","Articles","10/22/24","Yes","No","119","0%","31,803","27.1","No","0","12 Places to Stop on California’s Pacific Coast Highway | AMA Travel","217","57","268"
"/articles/guide-to-united-kingdom","2","Articles","10/23/24","Yes","No","63","0%","39,190","7.1","No","0","A Beginner’s Guide to Visiting the UK - AMA Travel","141","46","178"
"/articles/alberta-big-things-south-east-edmonton","2","Articles","10/22/24","Yes","No","95","1%","8,204","11.2","No","0","Alberta Big Things Road Trip - South East Edmonton | AMA Travel","146","29","216"
"/articles/complete-guide-cruising-southern-caribbean","2","Articles","8/8/24","Yes","No","127","0%","30,199","6","No","0","Your Complete Guide to Cruising the Southern Caribbean | AMA Travel","177","68","207"
"/articles/walt-disney-world-strollers","2","Articles","8/29/24","Yes","No","80","0%","24,398","7.3","No","0","Stroller Rules and Rentals at Walt Disney World (WDW) | AMA Travel","87","60","104"
"/articles/which-islands-to-visit-in-thailand","2","Articles","10/22/24","Yes","No","149","0%","32,320","11","No","0","Thailand Has 1430 Islands. Which Ones Should You Visit? | AMA Travel","161","49","179"
"/articles/big-things-alberta","2","Articles","10/22/24","Yes","No","107","1%","8,160","20.3","No","0","Road Trips to Find Alberta’s Big Things | AMA Travel","230","35","373"
"/articles/cancel-any-reason-travel-insurance","2","Articles","10/23/24","Yes","No","155","1%","16,946","30.7","No","0","Cancel for Any Other Reason Travel Insurance | AMA Travel","193","46","299"
"/articles/complete-guide-cruising-arctic-circle","2","Articles","8/8/24","Yes","No","32","0%","14,245","25.9","No","0","Your Complete Guide to Cruising the Arctic Circle | AMA Travel","164","53","175"
"/articles/build-perfect-itinerary-california","2","Articles","10/22/24","Yes","No","119","2%","7,437","13.7","No","0","Build Your Perfect 4-Day Itinerary in LA, San Diego, and Anaheim | AMA Travel","118","55","136"
"/articles/the-advantages-of-vacation-packages-and-low-cost-fares","2","Articles","10/22/24","Yes","No","76","0%","160,752","2.9","No","0","Which Is Less Expensive, Vacation Packages or Low-Cost Carriers? | AMA Travel","87","20","102"
"/articles/top-10-all-inclusive-resorts-for-families","2","Articles","10/22/24","Yes","No","224","1%","20,424","21.2","No","0","Our Top 10 All-Inclusive Resorts for Families | AMA Travel","388","54","470"
"/articles/a-comprehensive-guide-to-hawaiis-big-island","2","Articles","8/7/24","Yes","No","20","0%","5,099","22.8","No","0","A Comprehensive Guide to Hawaii’s Big Island | AMA Travel","111","66","135"
"/articles/build-your-sheridan-itinerary","2","Articles","3/25/25","Yes","No","90","1%","15,446","6.5","No","0","Build Your Itinerary of Things to Do in Sheridan Wyoming | AMA Travel","101","80","136"
"/articles/complete-guide-cruising-scandinavia","2","Articles","8/8/24","Yes","No","57","0%","12,089","16.1","No","0","Your Complete Guide to Cruising Scandinavia | AMA Travel","124","57","152"
"/articles/flying-with-dogs","2","Articles","1/6/25","Yes","No","207","0%","43,306","8.8","No","0","Flying With a Dog, Plane Tips, Carriers & More | AMA Travel","227","106","244"
"/articles/four-culinary-regions-thailand","2","Articles","10/22/24","Yes","No","201","1%","24,533","12.3","No","0","Thailand’s Cuisine by Region | AMA Travel","273","83","355"
"/articles/out-of-province-travel-medical-insurance","2","Articles,Travel Insurance","10/22/24","Yes","No","140","0%","36,067","10.7","No","0","Do Albertans Need Out-Of-Province Travel Insurance? | AMA Travel","197","46","236"
"/articles/south-dakota-guide","2","Articles","10/23/24","Yes","No","128","1%","22,321","8","No","0","A Beginner’s Guide to South Dakota | AMA Travel","130","158","160"
"/articles/best-beaches-in-canada","2","Articles","3/31/25","Yes","No","132","1%","17,345","9.6","No","0","21 Best Beaches to Explore in Canada | AMA Travel","185","106","221"
"/articles/canada-most-haunted-hotels","2","Articles","10/23/24","Yes","No","146","0%","26,793","6.7","No","0","Canada’s Most Haunted Hotels - That You Can Book! | AMA Travel","217","52","267"
"/articles/guide-to-spain","2","Articles","10/22/24","Yes","No","146","0%","39,010","9","No","0","A Beginners Travel Guide to Spain | AMA Travel","183","100","235"
"/articles/must-see-spots-jasper-national-park","2","Articles","10/22/24","Yes","No","28","0%","8,142","21","No","0","10 Must-See Spots in Jasper National Park | AMA Travel","159","64","206"
"/articles/utah-road-trip-salt-lake-st-george","2","Articles","8/6/24","Yes","No","172","1%","18,431","11.8","No","0","The Ultimate Cross-State Utah Road Trip | AMA Travel","162","82","186"
"/articles/complete-guide-cruising-eastern-mexico","2","Articles","8/9/24","Yes","No","86","1%","10,868","6.3","No","0","Your Complete Guide to Cruising Eastern Mexico | AMA Travel","130","41","167"
"/articles/get-pre-existing-medical-condition-coverage","2","Articles","10/22/24","Yes","No","145","1%","15,017","17.6","No","0","Travel Insurance Coverage for Pre-Existing Conditions | AMA Travel","248","51","350"
"/articles/complete-guide-cruising-transocean","2","Articles","10/22/24","Yes","No","128","1%","17,524","6.5","No","0","Your Guide to Transpacific and Transatlantic Cruising | AMA Travel","181","63","194"
"/articles/guide-to-los-cabos","2","Articles","10/23/24","Yes","No","161","0%","41,397","12.2","No","0","A Beginners Travel Guide to Los Cabos | AMA Travel","196","98","220"
"/articles/complete-guide-cruising-western-mediterranean","2","Articles","8/7/24","Yes","No","40","0%","10,632","10.2","No","0","Your Complete Guide to Cruising the Western Mediterranean | AMA Travel","156","53","190"
"/articles/professional-consulting-fee","2","Articles","10/22/24","Yes","No","109","5%","2,386","14.4","No","0","What Does the Professional Consulting Fee Cover? | AMA Travel","557","62","821"
"/articles/world-famous-gopher-hole-museum","2","Articles","10/23/24","Yes","No","34","0%","17,078","10.4","No","0","The World-Famous Torrington Gopher Hole Museum | AMA Travel","55","33","65"
"/articles/florida-brightline-train","2","Articles","8/8/24","Yes","No","184","1%","28,893","3.6","No","0","An Overview of Florida’s New Brightline High-Speed Passenger Train | AMA Travel","172","62","195"
"/articles/jasper-before-and-after-fire","2","Articles","5/12/25","Yes","No","62","2%","3,899","8.4","No","0","Ecotourism in Jasper National Park: Discover the Ecology of the 2024 Jasper Wildfire | AMA Travel","116","64","130"
"/articles/triptik-road-trip-rockies-hwy-93","2","Articles","8/6/24","Yes","No","73","0%","13,682","8.7","No","0","Road Tripping Through the Rockies on Highway 93 | AMA Travel","79","41","98"
"/articles/a-comprehensive-guide-to-england","2","Articles","8/7/24","Yes","No","11","0%","22,948","4.7","No","0","A Comprehensive Guide to England | AMA Travel","183","28","210"
"/articles/alberta-big-things-grande-prairie-loop","2","Articles","10/22/24","Yes","No","63","1%","7,935","11.7","No","0","Alberta Big Things Road Trip - Grande Prairie Loop | AMA Travel","99","28","124"
"/articles/stargazing-albertas-dark-sky-reserves","2","Articles","10/22/24","Yes","No","139","1%","11,732","8.6","No","0","Where to Stargaze in Alberta Dark Sky Reserves | AMA Travel","144","32","167"
"/articles/quick-trips-northern-alberta","2","Articles","10/22/24","Yes","No","107","1%","11,378","11","No","0","Quick Trips & Things to Do in Northern Alberta","121","44","147"
"/articles/top-5-highlights-southern-arizona","2","Articles","8/7/24","Yes","No","298","2%","13,050","11","No","0","The Top Five Highlights of Southern Arizona | AMA Travel","297","86","383"
"/articles/aaa-caa-diamond-rating-program","2","Articles","10/22/24","Yes","No","136","1%","14,738","8.2","No","0","AAA/CAA Diamond-Rating Program | AMA Travel","129","19","173"
"/articles/alberta-big-things-north-east-edmonton","2","Articles","10/22/24","Yes","No","42","1%","5,358","15.4","No","0","Alberta Big Things Road Trip - North East Edmonton | AMA Travel","99","26","131"
"/articles/alberta-iron-horse-trail","2","Articles","10/22/24","Yes","No","161","3%","5,937","7.1","No","0","Riding the Iron Horse Trail | AMA Travel","178","53","208"
"/articles/guide-to-netherlands","2","Articles","10/22/24","Yes","No","67","1%","11,343","13.8","No","0","A Beginner’s Guide to Travelling the Netherlands | AMA Travel","83","99","108"
"/articles/how-much-is-west-edmonton-mall-choice-pass","2","Articles","10/22/24","Yes","No","144","2%","5,750","14.1","No","0","West Edmonton Mall Choice Pass | AMA Travel","222","16","264"
"/articles/quick-trips-drumheller","2","Articles","10/22/24","Yes","No","61","1%","6,284","26.7","No","0","Ways to Save & Things to Do in Drumheller | AMA Travel","93","50","109"
"/articles/royal-caribbeans-symphony-of-the-seas-food-to-cruise-for","2","Articles","10/22/24","Yes","No","67","1%","10,462","6.7","No","0","Best restaurants on Royal Caribbean’s Symphony of the Seas | AMA Travel","99","59","120"
"/articles/ultimate-5-day-montreal-travel-guide","2","Articles","4/21/25","Yes","No","131","1%","15,259","15.4","No","0","Your Ultimate Montreal Travel Guide – Top Things to Do in 5 Days | AMA Travel","159","62","204"
"/articles/why-long-stay-vacations","2","Articles","10/22/24","Yes","No","47","1%","4,494","13.7","No","0","Why Long-Stay Vacations Shouldn’t Stay a Travel Secret | AMA Travel","76","45","94"
"/articles/family-plans-vs-individual-travel-insurance-plans","2","Articles","10/22/24","Yes","No","15","0%","6,799","23.8","No","0","Choosing Family Coverage or Individual Insurance Policies | AMA Travel","147","32","191"
"/articles/things-to-do-seoul-south-korea","2","Articles","8/7/24","Yes","No","1","0%","5,329","54.1","No","0","Uncover the Wonder of Seoul: 11 Memorable Things to Do! | AMA Travel","282","26","330"
"/articles/what-is-a-level-3-travel-advisory","2","Articles","10/22/24","Yes","No","65","0%","13,482","7.1","No","0","How a Level 3 Travel Advisory Affects Your Travel Plans | AMA Travel","87","52","100"
"/articles/why-use-ama-travel-agent-when-booking-vacation","2","Articles","10/23/24","Yes","No","54","1%","8,404","11.1","No","0","Why Use a Travel Agent to Book Your Vacation | AMA Travel","124","47","143"
"/articles/alaska-highway-road-trip","2","Articles","10/22/24","Yes","No","106","1%","13,445","5.8","No","0","The Perfect Alaska Highway Road Trip | AMA Travel","111","111","159"
"/articles/best-communities-for-florida-snowbirds","2","Articles","10/22/24","Yes","No","41","1%","4,692","20.8","No","0","The Best Communities in Florida for Snowbirds | AMA Travel","61","77","72"
"/articles/questions-about-travel-insurance","2","Articles","8/6/24","Yes","No","60","1%","5,662","21.7","No","0","Our Most Frequently Asked Questions About Travel Insurance | AMA Travel","86","45","106"
"/articles/south-korea-tours-2025","2","Articles","6/19/25","Yes","No","21","1%","2,878","23.1","No","0","The Best South Korea tours to try in 2025 | AMA Travel","1,145","9","1,457"
"/articles/triptik-road-trip-cowboy-trail","2","Articles","8/6/24","Yes","No","46","1%","4,113","10","No","0","Saddle Up to Road Trip Across Alberta’s Classic Cowboy Trail | AMA Travel","60","31","71"
"/articles/eco-friendly-hotels-in-costa-rica","2","Articles","7/2/25","Yes","No","22","0%","10,161","33.1","No","0","All Inclusive and Eco Tourism Hotels in Costa Rica | AMA Travel","113","66","130"
"/articles/guide-to-costa-rica","2","Articles","10/22/24","Yes","No","77","1%","10,827","18","No","0","A Beginner’s Guide to Costa Rica | AMA Travel","224","85","253"
"/articles/river-or-ocean-which-cruise-is-right-for-you","2","Articles","10/22/24","Yes","No","46","0%","10,712","6.3","No","0","River or Ocean Cruises—What Are the Differences?","65","77","104"
"/articles/top-jamaica-resorts","2","Articles","1/10/25","Yes","No","31","0%","18,617","17","No","0","The Best Places to Visit and Top Jamaica Resorts | AMA Travel","54","72","61"
"/articles/build-perfect-itinerary-edmonton","2","Articles","10/22/24","Yes","No","76","0%","20,976","11","No","0","Build the Perfect 3-Day Itinerary in Edmonton | AMA Travel","83","37","107"
"/articles/complete-guide-cruising-western-mexico","2","Articles","8/8/24","Yes","No","60","1%","10,844","7.1","No","0","Your Complete Guide to Cruising Western Mexico | AMA Travel","102","74","128"
"/articles/why-you-should-choose-douro-next-river-cruise","2","Articles","10/22/24","Yes","No","62","0%","12,547","10.2","No","0","Reasons to Choose the Douro for Your Next River Cruise | AMA Travel","97","55","105"
"/articles/how-to-haggle-like-an-egyptian","2","Articles","10/23/24","Yes","No","71","2%","4,595","7.1","No","0","How to Haggle Like an Egyptian | AMA Travel","76","113","83"
"/articles/ultimate-5-day-toronto-travel-guide","2","Articles","4/21/25","Yes","No","124","1%","9,583","19","No","0","Your Ultimate Toronto Travel Guide – Top Things to Do in 5 Days | AMA Travel","157","67","218"
"/articles/a-comprehensive-guide-to-kauai","2","Articles","10/23/24","Yes","No","13","0%","21,475","8.2","No","0","A Comprehensive Guide to Kauai | AMA Travel","68","57","77"
"/articles/guide-to-malta","2","Articles","10/22/24","Yes","No","43","1%","7,451","13.1","No","0","A Comprehensive Travel Guide to Malta | AMA Travel","68","181","94"
"/articles/a-comprehensive-guide-to-jamaica","2","Articles","10/22/24","Yes","No","20","0%","14,802","12","No","0","A Comprehensive Guide to Jamaica | AMA Travel","51","32","69"
"/articles/all-inclusive-family-vacations","2","Articles","10/22/24","Yes","No","28","0%","7,707","16.5","No","0","How to Book the Best All-Inclusive Family Vacations | AMA Travel","54","41","68"
"/articles/canmore-for-dog-lovers","2","Articles","10/23/24","Yes","No","5","0%","1,795","42","No","0","Pet friendly hotels and parks in Canmore | AMA Travel","227","28","275"
"/articles/the-nile-ancient-gift-to-changing-world","2","Articles","10/22/24","Yes","No","5","0%","5,564","24.4","No","0","The History of the Egypt’s Nile River | AMA Travel","95","44","138"
"/articles/yellowstone-national-park-campgrounds","2","Articles","8/7/24","Yes","No","55","0%","14,902","14.6","No","0","A Guide to Camping in Yellowstone National Park | AMA Travel","61","125","68"
"/articles/a-comprehensive-guide-to-japan","2","Articles","10/22/24","Yes","No","40","1%","2,991","13.9","No","0","Our Comprehensive Guide to Japan | AMA Travel","108","56","142"
"/articles/alberta-big-things-north-east-calgary","2","Articles","10/22/24","Yes","No","10","0%","1,862","12.9","No","0","Alberta Big Things Road Trip - North East Calgary | AMA Travel","62","31","90"
"/articles/summer-fall-festivals-in-victoria","2","Articles","8/6/24","Yes","No","77","1%","7,497","12.6","No","0","Visiting Victoria? Don’t Miss These Summer & Fall Festivals | AMA Travel","80","39","84"
"/articles/easy-intermediate-hard-hikes-banff","2","Articles","10/23/24","Yes","No","36","2%","2,248","11.9","No","0","Easy, Intermediate, and Difficult Hikes in Banff | AMA Travel","45","33","53"
"/articles/foodies-guide-to-victoria","2","Articles","10/22/24","Yes","No","17","1%","3,025","15.2","No","0","Foodies Guide to Victoria | AMA Travel","58","79","75"
"/articles/guide-to-ireland","2","Articles","10/22/24","Yes","No","17","0%","4,510","19.6","No","0","A Beginners Travel Guide to Ireland | AMA Travel","62","84","72"
"/articles/ask-a-travel-expert-everything-you-could-want-to-know-about-hawaiis-volcanoes","2","Articles","10/22/24","Yes","No","88","1%","13,071","13.1","No","0","Ask a Travel Expert: How Dangerous Are Hawaii’s Volcanoes? | AMA Travel","94","70","98"
"/articles/complete-guide-cruising-alaska","2","Articles","10/22/24","Yes","No","35","1%","3,084","17.4","No","0","Your Complete Guide to Cruising Alaska | AMA Travel","95","54","124"
"/articles/direct-flights-to-london-from-calgary-via-westjet","2","Articles","10/23/24","Yes","No","16","1%","2,840","15.1","No","0","Go from Calgary to London Faster Than You Can Say “Blimey!” | AMA Travel","88","42","116"
"/articles/how-to-make-new-zealands-national-dessert-pavlova","2","Articles","10/22/24","Yes","No","69","0%","14,338","6.9","No","0","How to Make New Zealand’s Pavlova Dessert | AMA Travel","75","36","87"
"/articles/plan-perfect-four-day-houston-getaway","2","Articles","10/23/24","Yes","No","46","0%","36,848","8.6","No","0","Plan Your Perfect 4-Day Houston Getaway | AMA Travel","46","57","54"
"/articles/ya-ha-tinda-ranch","2","Articles","8/6/24","Yes","No","58","1%","5,787","9.5","No","0","Ya Ha Tinda Ranch | AMA Travel","85","64","98"
"/articles/discover-louisiana","2","Articles","10/22/24","Yes","No","51","0%","21,230","7.5","No","0","Why You Must Travel to Louisiana | AMA Travel","49","56","56"
"/articles/nicest-places-in-costa-rica","2","Articles","4/8/25","Yes","No","2","0%","10,388","15.9","No","0","The Best Places to Visit in Costa Rica: Top Spots to National Parks | AMA Travel","92","60","118"
"/articles/guide-for-best-luggage","2","Articles","10/22/24","Yes","No","73","6%","1,169","14.2","No","0","AMA Travel’s Buyers Guide for High-Tech Luggage in 2024 | AMA Travel","200","37","255"
"/articles/10-things-to-try-in-thailand","2","Articles","10/22/24","Yes","No","27","0%","7,653","18.3","No","0","Top Ten Things to Do in Thailand | AMA Travel","30","40","39"
"/articles/direct-flights-to-dublin-from-westjet","2","Articles","10/23/24","Yes","No","43","1%","6,471","14.8","No","0","Direct Flights to Dublin from WestJet | AMA Travel","93","40","104"
"/articles/stay-and-save-calgary","2","Articles","8/7/24","Yes","No","21","0%","3,905","31.1","No","0","Stay & Save in Calgary: Hotels Deals and More | AMA Travel","60","7","75"
"/articles/a-comprehensive-guide-to-thailand","2","Articles","10/22/24","Yes","No","14","0%","13,380","7.7","No","0","Our Comprehensive Guide to Thailand | AMA Travel","73","38","79"
"/articles/france-wine-tasting","2","Articles","8/8/24","Yes","No","22","0%","5,801","16.1","No","0","Wine Tasting in France 101 | AMA Travel","27","113","31"
"/articles/french-wine-by-region","2","Articles","8/8/24","Yes","No","48","0%","18,130","18","No","0","Understanding French Wine Region by Region | AMA Travel","49","71","59"
"/articles/guide-to-germany","2","Articles","10/22/24","Yes","No","31","0%","6,718","20.2","No","0","A Beginner’s Guide to Travelling in Germany | AMA Travel","56","69","68"
"/articles/how-to-pick-between-north-south-utah","2","Articles","10/23/24","Yes","No","22","0%","5,680","9.2","No","0","The Difference Between Northern and Southern Utah | AMA Travel","45","33","59"
"/articles/perfect-itinerary-santa-cruz","2","Articles","9/10/24","Yes","No","49","1%","5,999","19","No","0","Best Santa Cruz Hiking, Wildlife, and Family Activities | AMA Travel","58","67","66"
"/articles/minors-travelling-to-mexico","2","Articles","10/22/24","Yes","No","88","2%","4,000","5.5","No","0","Minors Travelling to Mexico | AMA Travel","94","37","113"
"/articles/must-visit-jasper-oldest-buildings","2","Articles","8/7/24","Yes","No","49","2%","3,273","17.9","No","0","Jasper’s Oldest Buildings Tell a Story for the Ages | AMA Travel","72","62","97"
"/articles/outdoor-rock-climbing-bouldering-jasper","2","Articles","8/7/24","Yes","No","48","3%","1,720","11.9","No","0","Where to Go Rock Climbing and Bouldering in Jasper| AMA Travel","60","36","85"
"/articles/maui-road-trips","2","Articles","11/19/24","Yes","No","40","2%","2,327","11.9","No","0","3 Maui Road Trips Worth Renting a Car For | AMA Travel","45","129","61"
"/articles/air-canada-modifies-flight-check-in-deadline","2","Articles","11/21/24","Yes","No","30","0%","24,585","8.5","No","0","Air Canada Modifies Check-in Deadline on Flights Within Canada","32","12","39"
"/articles/ama-agents-smart-training","2","Articles","10/22/24","Yes","No","61","2%","2,852","23.1","No","0","CAA Travel Agent SMART Training | AMA Travel","68","42","79"
"/articles/direct-flights-to-the-city-of-lights","2","Articles","10/23/24","Yes","No","15","0%","6,292","15.7","No","0","Fly Direct from Calgary to Paris via WestJet’s 787 Dreamliner | AMA Travel","69","47","75"
"/articles/gods-of-egypt-and-where-to-find-them","2","Articles","10/22/24","Yes","No","53","0%","21,179","19","No","0","Egyptian Gods and Their Amazing Temples | AMA Travel","82","53","108"
"/articles/wave-season-best-time-to-book-cruise","2","Articles","10/22/24","Yes","No","8","0%","2,933","9.5","No","0","What’s Wave Season? | AMA Travel","173","169","181"
"/articles/why-travel-insurance-is-worth-it","2","Articles","10/23/24","Yes","No","4","0%","3,614","15.6","No","0","5 Reasons Why Travel Insurance Is Worth It | AMA Travel","206","122","264"
"/articles/travel-checklist","2","Articles","10/23/24","Yes","No","21","1%","1,547","13.3","No","0","Comprehensive Travel Checklist | AMA Travel","83","58","106"
